"SampID","HabitatSampled"
"735","pools"
"735","undercut overhanging"
"735","submerged wood"
"736","riffles"
"736","cobbles"
"736","runs"
"736","stream margins"
"736","leaf packs"
"736","pools"
"736","undercut overhanging"
"736","submerged wood"
"736","other"
"737","riffles"
"737","cobbles"
"737","aquatic plants"
"737","runs"
"737","stream margins"
"737","leaf packs"
"737","pools"
"737","undercut overhanging"
"737","submerged wood"
"738","riffles"
"738","cobbles"
"738","aquatic plants"
"738","runs"
"738","stream margins"
"738","leaf packs"
"738","pools"
"738","undercut overhanging"
"738","submerged wood"
"739","riffles"
"739","cobbles"
"739","aquatic plants"
"739","runs"
"739","stream margins"
"739","leaf packs"
"739","pools"
"739","undercut overhanging"
"739","submerged wood"
"740","riffles"
"740","cobbles"
"740","runs"
"740","stream margins"
"740","leaf packs"
"740","pools"
"740","undercut overhanging"
"740","submerged wood"
"741","riffles"
"741","cobbles"
"741","runs"
"741","stream margins"
"741","leaf packs"
"741","pools"
"741","undercut overhanging"
"742","riffles"
"742","cobbles"
"742","aquatic plants"
"742","runs"
"742","stream margins"
"742","leaf packs"
"742","pools"
"742","undercut overhanging"
"742","submerged wood"
"742","other"
"743","riffles"
"743","cobbles"
"743","aquatic plants"
"743","runs"
"743","stream margins"
"743","leaf packs"
"743","pools"
"743","undercut overhanging"
"743","submerged wood"
"744","riffles"
"744","aquatic plants"
"744","stream margins"
"744","submerged wood"
"744","leaf packs"
"744","runs"
"744","pools"
"744","undercut overhanging"
"745","runs"
"745","stream margins"
"745","leaf packs"
"745","undercut overhanging"
"745","submerged wood"
"746","riffles"
"746","cobbles"
"746","runs"
"746","stream margins"
"746","leaf packs"
"746","pools"
"746","undercut overhanging"
"746","submerged wood"
"747","riffles"
"747","runs"
"747","stream margins"
"747","leaf packs"
"747","pools"
"747","undercut overhanging"
"747","stream margins"
"748","riffles"
"748","cobbles"
"748","runs"
"748","stream margins"
"748","leaf packs"
"748","pools"
"748","undercut overhanging"
"748","submerged wood"
"749","riffles"
"749","cobbles"
"749","runs"
"749","stream margins"
"749","leaf packs"
"749","pools"
"749","submerged wood"
"750","riffles"
"750","cobbles"
"750","aquatic plants"
"750","runs"
"750","stream margins"
"750","leaf packs"
"750","pools"
"750","undercut overhanging"
"750","submerged wood"
"751","aquatic plants"
"751","runs"
"751","stream margins"
"751","leaf packs"
"751","pools"
"751","undercut overhanging"
"751","submerged wood"
"752","riffles"
"752","aquatic plants"
"752","runs"
"752","stream margins"
"752","leaf packs"
"752","pools"
"752","undercut overhanging"
"752","submerged wood"
"753","riffles"
"753","cobbles"
"753","runs"
"753","stream margins"
"753","leaf packs"
"753","pools"
"753","undercut overhanging"
"753","submerged wood"
"754","riffles"
"754","cobbles"
"754","runs"
"754","stream margins"
"754","leaf packs"
"754","pools"
"754","undercut overhanging"
"754","submerged wood"
"755","riffles"
"755","cobbles"
"755","runs"
"755","stream margins"
"755","leaf packs"
"755","pools"
"755","undercut overhanging"
"755","submerged wood"
"755","other"
"756","riffles"
"756","runs"
"756","stream margins"
"756","leaf packs"
"756","pools"
"756","undercut overhanging"
"756","submerged wood"
"756","other"
"757","riffles"
"757","cobbles"
"757","runs"
"757","stream margins"
"757","leaf packs"
"757","pools"
"757","undercut overhanging"
"757","submerged wood"
"757","other"
"758","riffles"
"758","aquatic plants"
"758","stream margins"
"758","leaf packs"
"758","pools"
"758","undercut overhanging"
"758","submerged wood"
"758","runs"
"759","riffles"
"759","runs"
"759","stream margins"
"759","leaf packs"
"759","pools"
"759","undercut overhanging"
"759","stream margins"
"760","cobbles"
"760","aquatic plants"
"760","runs"
"760","stream margins"
"760","leaf packs"
"760","pools"
"760","undercut overhanging"
"760","submerged wood"
"761","riffles"
"761","cobbles"
"761","aquatic plants"
"761","runs"
"761","stream margins"
"761","leaf packs"
"761","pools"
"761","undercut overhanging"
"761","submerged wood"
"762","riffles"
"762","cobbles"
"762","runs"
"762","stream margins"
"762","leaf packs"
"762","pools"
"762","undercut overhanging"
"762","submerged wood"
"763","riffles"
"763","cobbles"
"763","runs"
"763","stream margins"
"763","leaf packs"
"763","pools"
"763","undercut overhanging"
"763","submerged wood"
"763","other"
"764","riffles"
"764","cobbles"
"764","aquatic plants"
"764","runs"
"764","stream margins"
"764","leaf packs"
"764","undercut overhanging"
"764","submerged wood"
"765","runs"
"765","stream margins"
"765","leaf packs"
"766","riffles"
"766","cobbles"
"766","aquatic plants"
"766","runs"
"766","stream margins"
"766","pools"
"766","undercut overhanging"
"766","submerged wood"
"767","riffles"
"767","cobbles"
"767","runs"
"767","stream margins"
"767","leaf packs"
"767","pools"
"767","undercut overhanging"
"767","submerged wood"
"768","riffles"
"768","cobbles"
"768","aquatic plants"
"768","runs"
"768","stream margins"
"768","leaf packs"
"768","pools"
"768","undercut overhanging"
"769","riffles"
"769","runs"
"769","stream margins"
"769","leaf packs"
"769","pools"
"769","undercut overhanging"
"769","submerged wood"
"770","riffles"
"770","cobbles"
"770","aquatic plants"
"770","runs"
"770","stream margins"
"770","leaf packs"
"770","pools"
"770","undercut overhanging"
"770","submerged wood"
"772","riffles"
"772","cobbles"
"772","aquatic plants"
"772","runs"
"772","stream margins"
"772","leaf packs"
"772","pools"
"772","undercut overhanging"
"772","submerged wood"
"773","riffles"
"773","aquatic plants"
"773","runs"
"773","stream margins"
"773","leaf packs"
"773","pools"
"773","undercut overhanging"
"773","submerged wood"
"774","riffles"
"774","runs"
"774","stream margins"
"774","leaf packs"
"774","pools"
"774","undercut overhanging"
"774","submerged wood"
"775","riffles"
"775","cobbles"
"775","aquatic plants"
"775","runs"
"775","stream margins"
"775","leaf packs"
"775","pools"
"775","undercut overhanging"
"775","submerged wood"
"776","riffles"
"776","cobbles"
"776","runs"
"776","stream margins"
"776","leaf packs"
"776","pools"
"776","undercut overhanging"
"776","submerged wood"
"777","riffles"
"777","cobbles"
"777","runs"
"777","stream margins"
"777","leaf packs"
"777","undercut overhanging"
"777","submerged wood"
"779","cobbles"
"779","runs"
"779","stream margins"
"779","leaf packs"
"779","pools"
"779","undercut overhanging"
"779","submerged wood"
"780","cobbles"
"780","runs"
"780","stream margins"
"780","leaf packs"
"780","pools"
"780","undercut overhanging"
"780","submerged wood"
"781","riffles"
"781","cobbles"
"781","aquatic plants"
"781","runs"
"781","stream margins"
"781","leaf packs"
"781","pools"
"781","undercut overhanging"
"781","submerged wood"
"782","runs"
"782","stream margins"
"782","leaf packs"
"782","pools"
"782","undercut overhanging"
"782","submerged wood"
"783","runs"
"783","stream margins"
"783","leaf packs"
"783","pools"
"783","undercut overhanging"
"783","stream margins"
"784","aquatic plants"
"784","runs"
"784","stream margins"
"784","leaf packs"
"784","undercut overhanging"
"784","submerged wood"
"785","aquatic plants"
"785","runs"
"785","stream margins"
"785","leaf packs"
"785","undercut overhanging"
"785","submerged wood"
"785","other"
"786","riffles"
"786","cobbles"
"786","aquatic plants"
"786","stream margins"
"786","leaf packs"
"786","pools"
"786","runs"
"786","undercut overhanging"
"786","submerged wood"
"787","riffles"
"787","cobbles"
"787","aquatic plants"
"787","runs"
"787","stream margins"
"787","leaf packs"
"787","pools"
"787","undercut overhanging"
"787","submerged wood"
"788","riffles"
"788","cobbles"
"788","aquatic plants"
"788","runs"
"788","pools"
"788","leaf packs"
"788","undercut overhanging"
"788","submerged wood"
"789","riffles"
"789","runs"
"789","stream margins"
"789","leaf packs"
"789","pools"
"789","undercut overhanging"
"789","submerged wood"
"790","riffles"
"790","cobbles"
"790","aquatic plants"
"790","runs"
"790","stream margins"
"790","leaf packs"
"790","pools"
"790","undercut overhanging"
"790","submerged wood"
"791","runs"
"791","stream margins"
"791","leaf packs"
"791","pools"
"791","undercut overhanging"
"791","submerged wood"
"792","riffles"
"792","runs"
"792","leaf packs"
"792","pools"
"792","undercut overhanging"
"792","submerged wood"
"793","riffles"
"793","cobbles"
"793","aquatic plants"
"793","runs"
"793","stream margins"
"793","leaf packs"
"793","pools"
"793","undercut overhanging"
"793","submerged wood"
"794","aquatic plants"
"794","runs"
"794","stream margins"
"794","leaf packs"
"794","pools"
"794","undercut overhanging"
"795","riffles"
"795","runs"
"795","stream margins"
"795","leaf packs"
"795","pools"
"795","undercut overhanging"
"795","submerged wood"
"795","other"
"796","riffles"
"796","cobbles"
"796","aquatic plants"
"796","runs"
"796","stream margins"
"796","pools"
"796","undercut overhanging"
"796","submerged wood"
"797","cobbles"
"797","runs"
"797","stream margins"
"797","leaf packs"
"797","pools"
"797","submerged wood"
"797","other"
"798","riffles"
"798","cobbles"
"798","runs"
"798","leaf packs"
"798","pools"
"798","undercut overhanging"
"798","submerged wood"
"799","riffles"
"799","runs"
"799","leaf packs"
"799","pools"
"799","undercut overhanging"
"799","submerged wood"
"800","riffles"
"800","cobbles"
"800","runs"
"800","stream margins"
"800","leaf packs"
"800","pools"
"800","submerged wood"
"801","riffles"
"801","cobbles"
"801","runs"
"801","leaf packs"
"801","pools"
"801","undercut overhanging"
"801","undercut overhanging"
"802","cobbles"
"802","aquatic plants"
"802","runs"
"802","stream margins"
"802","leaf packs"
"802","pools"
"802","undercut overhanging"
"802","submerged wood"
"803","riffles"
"803","cobbles"
"803","aquatic plants"
"803","runs"
"803","stream margins"
"803","leaf packs"
"803","pools"
"803","undercut overhanging"
"803","submerged wood"
"804","riffles"
"804","cobbles"
"804","stream margins"
"804","leaf packs"
"804","undercut overhanging"
"804","submerged wood"
"805","riffles"
"805","cobbles"
"805","runs"
"805","stream margins"
"805","leaf packs"
"805","pools"
"805","submerged wood"
"806","aquatic plants"
"806","runs"
"806","stream margins"
"806","leaf packs"
"806","pools"
"806","undercut overhanging"
"806","submerged wood"
"807","riffles"
"807","cobbles"
"807","aquatic plants"
"807","runs"
"807","stream margins"
"807","leaf packs"
"807","pools"
"807","undercut overhanging"
"807","submerged wood"
"808","riffles"
"808","cobbles"
"808","runs"
"808","stream margins"
"808","leaf packs"
"808","pools"
"808","undercut overhanging"
"808","submerged wood"
"809","riffles"
"809","cobbles"
"809","aquatic plants"
"809","runs"
"809","stream margins"
"809","leaf packs"
"809","pools"
"809","undercut overhanging"
"809","submerged wood"
"809","other"
"810","cobbles"
"810","pools"
"810","undercut overhanging"
"810","submerged wood"
"811","riffles"
"811","cobbles"
"811","aquatic plants"
"811","runs"
"811","stream margins"
"811","leaf packs"
"811","pools"
"811","undercut overhanging"
"812","riffles"
"812","cobbles"
"812","runs"
"812","stream margins"
"812","leaf packs"
"812","pools"
"812","undercut overhanging"
"812","submerged wood"
"888","riffles"
"888","cobbles"
"888","runs"
"888","stream margins"
"888","leaf packs"
"888","undercut overhanging"
"888","submerged wood"
"",""
